LEGAJO	CARRERA	FECHA_INGRESO	FECHA_INSCRIPCION	MODALIDAD_DES	MATERIAS APROBADAS CARRERA	MATERIAS REGULARES	PROMEDIO CON APLAZO	PROMEDIO SIN APLAZO	GENERO	COHORTE	PERIODO	SUBPERIODO	INGR / REINSC	FECHA_PAGO_MATRICULA	PROVINCIA_ALUMNO	ESTADO	ULTIMA_MATRICULA	ULTIMO_ARANCEL	NPS
2221	Licenciatura En Administración	1/2/2022	28/6/2023	Distancia - MTD	25	1	9	8,88	Femenino	2022	feb-23	A-2-2023	Reinscripto	28/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	9
2222	Ingeniería En Software	3/10/2022	6/6/2023	Presencial HOME	0	0	0	0	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Chaco	MATRICULA PAGA	ene-24	ene-24	10
2223	Licenciatura En Psicología	24/10/2022	12/6/2023	PRESENCIAL.	8	2	9	8,75	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	6
2224	Abogacía	5/10/2021	7/6/2023	Distancia - MTD	24	1	8	7,83	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2225	Licenciatura En Comercialización	16/8/2022	6/6/2023	Distancia - MTD	13	1	9	9,08	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	0
2226	Licenciatura En Periodismo	3/5/2023	15/6/2023	Distancia - MTD	12	0	9	8,67	Masculino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2227	Licenciatura En Criminología Y Seguridad	20/1/2022	12/6/2023	Distancia - MTD	25	0	8	7,52	Femenino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	8
2228	Licenciatura En Diseño Y Animación Digital	14/2/2022	10/8/2023	Distancia - MTD	18	2	6	6,83	Masculino	2022	feb-23	A-2-2023	Reinscripto	10/8/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	0
2229	Licenciatura En Comercio Internacional	24/5/2023	1/8/2023	PRESENCIAL.	5	0	9	8,5	Sin dato	2023	feb-23	A-2-2023	Reinscripto	1/8/2023	Jujuy	MATRICULA PAGA	feb-24	feb-24	10
2230	Contador Público	18/11/2021	5/6/2023	Distancia - ED	21	0	8	7,81	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Rio Negro	MATRICULA PAGA	ene-24	ene-24	1
2231	Tecnicatura En Higiene Y Seguridad Laboral	30/5/2023	30/5/2023	Distancia - MTD	4	0	8	8	Femenino	2023	feb-23	A-2-2023	Ingresante	30/5/2023	Santa Cruz	MATRICULA PAGA	feb-24	feb-24	9
2232	Licenciatura En Ciencia De Datos	29/12/2022	12/6/2023	Distancia - MTD	10	0	8	8	Masculino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	San Luis	MATRICULA PAGA	feb-23	feb-23	10
2233	Ingeniería En Software	18/8/2022	5/6/2023	Presencial HOME	13	1	10	9,92	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	5
2234	Licenciatura En Diseño Gráfico	29/10/2021	13/6/2023	PRESENCIAL.	22	0	8	8,23	Femenino	2022	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	7
2235	Licenciatura En Comercialización	2/12/2021	12/6/2023	PRESENCIAL.	22	0	9	8,86	Femenino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2236	Licenciatura En Diseño De Indumentaria Y Textil	15/3/2022	12/6/2023	PRESENCIAL.	20	1	8	7,76	Masculino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	7
2237	Licenciatura En Periodismo	6/3/2023	13/6/2023	Distancia - MTD	13	0	9	8,62	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
2238	Licenciatura En Relaciones Internacionales	6/10/2021	19/6/2023	PRESENCIAL.	14	1	6	7,57	Femenino	2022	feb-23	A-2-2023	Reinscripto	19/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	8
2239	Tecnicatura Universitaria En Marketing Y Publicidad Digital	5/6/2023	5/6/2023	Distancia - ED	4	0	8	8	Femenino	2023	feb-23	A-2-2023	Ingresante	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2240	Contador Público	23/8/2022	8/6/2023	Distancia - MTD	14	0	9	8,57	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
2241	Licenciatura En Criminología Y Seguridad	22/2/2023	15/6/2023	Distancia - ED	11	0	7	7,55	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	9
2242	Licenciatura En Relaciones Públicas E Institucionales	21/3/2022	21/6/2023	PRESENCIAL.	24	0	9	8,9	Femenino	2022	feb-23	A-2-2023	Reinscripto	21/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2243	Licenciatura En Diseño Y Animación Digital	22/9/2022	14/6/2023	Distancia - ED	10	0	9	8,7	Femenino	2023	feb-23	A-2-2023	Reinscripto	14/6/2023	Rio Negro	MATRICULA PAGA	feb-23	feb-23	9
2244	Licenciatura En Diseño Gráfico	4/11/2022	17/7/2023	PRESENCIAL.	9	0	8	8,22	Femenino	2023	feb-23	A-2-2023	Reinscripto	17/7/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2245	Abogacía	28/2/2023	7/7/2023	Distancia - MTD	9	3	8	7,67	Masculino	2023	feb-23	A-2-2023	Reinscripto	7/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
2246	Licenciatura En Administración Agraria	10/12/2021	5/6/2023	Distancia - ED	25	0	7	6,88	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	4
2247	Licenciatura En Diseño Y Animación Digital	27/7/2023	27/7/2023	Distancia - ED	2	0	9	8,5	Masculino	2023	feb-23	A-2-2023	Ingresante	27/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
2248	Ingeniería En Innovación Y Desarrollo	18/8/2021	13/6/2023	PRESENCIAL.	21	0	8	8,33	Femenino	2022	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	7
2249	Contador Público	21/2/2022	12/6/2023	Distancia - MTD	27	0	9	9,11	Femenino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	3
2250	Abogacía	17/8/2021	20/6/2023	PRESENCIAL.	20	0	8	8,25	Femenino	2022	feb-23	A-2-2023	Reinscripto	20/6/2023	Sin datos	MATRICULA PAGA	feb-24	feb-24	9
2251	Licenciatura En Diseño De Indumentaria Y Textil	26/8/2022	15/6/2023	PRESENCIAL.	9	1	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	8
2252	Licenciatura En Terapia Ocupacional Y Desarrollo Humano	5/4/2023	12/6/2023	Distancia - ED	12	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	9
2253	Licenciatura En Relaciones Públicas E Institucionales	22/6/2023	22/6/2023	Distancia - ED	7	0	8	8,43	Masculino	2023	feb-23	A-2-2023	Ingresante	22/6/2023	Santa Fe	MATRICULA PAGA	feb-24	feb-24	9
2254	Tecnicatura Universitaria En Diseño Y Animación Digital	3/1/2023	8/8/2023	Distancia - ED	4	0	8	8	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/8/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	1
2255	Ingeniería En Innovación Y Desarrollo	23/8/2022	15/6/2023	PRESENCIAL.	10	0	8	8,2	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2256	Ingeniería En Software	23/11/2021	7/6/2023	Presencial HOME	24	0	8	8,25	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	7
2257	Ingeniería En Software	24/10/2022	7/6/2023	Presencial HOME	12	0	9	8,92	Masculino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	8
2258	Licenciatura En Relaciones Internacionales	2/2/2023	15/6/2023	PRESENCIAL.	9	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2259	Licenciatura En Ambiente Y Energías Renovables	9/9/2022	15/6/2023	Presencial HOME	12	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2260	Licenciatura En Diseño Gráfico	13/8/2022	19/6/2023	PRESENCIAL.	9	0	9	8,56	Femenino	2023	feb-23	A-2-2023	Reinscripto	19/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2261	Tecnicatura En Higiene Y Seguridad Laboral	1/12/2022	8/6/2023	Distancia - MTD	10	0	8	8,2	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2262	Abogacía	1/2/2023	8/6/2023	Distancia - ED	10	0	8	7,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2263	Martillero, Corredor Público Y Corredor Inmobiliario (Pres)	16/3/2023	5/6/2023	PRESENCIAL.	8	0	10	9,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2264	Abogacía	16/2/2023	12/6/2023	PRESENCIAL.	8	2	9	9	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	6
2265	Tecnicatura En Higiene Y Seguridad Laboral	20/12/2022	9/6/2023	Distancia - MTD	3	0	7	7,33	Masculino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	10
2266	Licenciatura En Administración Hotelera	9/9/2021	7/6/2023	Distancia - MTD	21	0	8	7,81	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	San Luis	MATRICULA PAGA	ene-24	ene-24	10
2267	Licenciatura En Inteligencia Artificial Y Robótica	28/11/2022	6/6/2023	Distancia - ED	4	1	8	8,25	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Salta	MATRICULA PAGA	feb-23	feb-23	1
2268	Licenciatura En Relaciones Internacionales	25/11/2022	7/6/2023	Distancia - MTD	0	1	0	0	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	10
2269	Licenciatura En Criminología Y Seguridad	1/7/2023	1/7/2023	Distancia - MTD	7	1	8	7,57	Sin dato	2023	feb-23	A-2-2023	Ingresante	1/7/2023	Santa Cruz	MATRICULA PAGA	feb-24	feb-24	9
2270	Licenciatura En Kinesiologia Y Fisioterapia	9/6/2023	9/6/2023	PRESENCIAL.	4	0	8	7,75	Masculino	2023	feb-23	A-2-2023	Ingresante	9/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2271	Licenciatura En Comercialización	23/11/2022	18/6/2023	PRESENCIAL.	9	1	8	8,22	Femenino	2023	feb-23	A-2-2023	Reinscripto	18/6/2023	San Luis	MATRICULA PAGA	ene-24	ene-24	5
2272	Licenciatura En Relaciones Internacionales	25/10/2021	12/6/2023	PRESENCIAL.	22	0	8	8,05	Femenino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	3
2273	Licenciatura En Administración	6/2/2023	15/6/2023	Distancia - MTD	10	0	5	5,5	Masculino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
2274	Licenciatura En Comercialización	21/3/2023	14/6/2023	Distancia - MTD	9	0	8	8,22	Masculino	2023	feb-23	A-2-2023	Reinscripto	14/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
2275	Abogacía	1/3/2023	20/7/2023	PRESENCIAL.	0	1	7	7,43	Masculino	2023	feb-23	A-2-2023	Reinscripto	20/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2276	Tecnicatura En Gestión Contable E Impositiva	28/12/2022	5/6/2023	Distancia - MTD	8	0	8	7,75	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2277	Licenciatura En Criminología Y Seguridad	27/1/2023	9/6/2023	Distancia - MTD	13	0	8	8,46	Femenino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	San Juan	MATRICULA PAGA	feb-24	feb-24	10
2278	Licenciatura En Ambiente Y Energías Renovables	12/10/2022	22/6/2023	Presencial HOME	11	1	6	7,55	Femenino	2023	feb-23	A-2-2023	Reinscripto	22/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
2279	Licenciatura En Inteligencia Artificial Y Robótica	23/3/2023	18/6/2023	Distancia - MTD	4	0	9	8,5	Masculino	2023	feb-23	A-2-2023	Reinscripto	18/6/2023	Cordoba	BAJA CARRERA	feb-23	feb-23	2
2280	Licenciatura En Diseño Industrial	8/9/2022	21/6/2023	PRESENCIAL.	9	0	8	7,89	Femenino	2023	feb-23	A-2-2023	Reinscripto	21/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	8
2281	Abogacía	3/2/2023	9/6/2023	Distancia - MTD	10	0	8	8,2	Masculino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
2282	Tecnicatura Universitaria En Gestión De Moda	12/7/2023	12/7/2023	Distancia - ED	0	0	0	0	Masculino	2023	feb-23	A-2-2023	Ingresante	12/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	6
2283	Tecnicatura Universitaria En Marketing Y Publicidad Digital	20/4/2023	18/6/2023	Distancia - MTD	12	0	8	7,83	Femenino	2023	feb-23	A-2-2023	Reinscripto	18/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
2284	Licenciatura En Administración	21/12/2022	13/6/2023	PRESENCIAL.	10	0	8	8,4	Masculino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2285	Tecnicatura Universitaria En Diseño Y Animación Digital	17/10/2022	7/6/2023	Distancia - MTD	8	0	9	8,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
2286	Licenciatura En Comercio Internacional	30/11/2022	7/6/2023	Distancia - MTD	13	0	9	8,62	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2287	Licenciatura En Comercio Internacional	26/8/2022	12/6/2023	PRESENCIAL.	10	0	8	7,7	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	2
2288	Licenciatura En Comercio Internacional	6/10/2022	15/6/2023	PRESENCIAL.	10	0	9	8,8	Masculino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	BAJA CARRERA	feb-23	feb-23	8
2289	Abogacía	24/7/2023	24/7/2023	Distancia - MTD	2	1	9	8,5	Femenino	2023	feb-23	A-2-2023	Ingresante	24/7/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
2290	Licenciatura En Criminología Y Seguridad	2/3/2023	19/7/2023	Distancia - ED	1	0	4	7	Masculino	2023	feb-23	A-2-2023	Reinscripto	19/7/2023	Santiago Del Estero	MATRICULA PAGA	feb-23	feb-23	0
2291	Abogacía	1/8/2023	1/8/2023	Distancia - ED	7	0	9	9	Femenino	2023	feb-23	A-2-2023	Ingresante	1/8/2023	Santiago Del Estero	MATRICULA PAGA	feb-24	feb-24	10
2292	Licenciatura En Comercialización	23/12/2022	12/6/2023	Distancia - MTD	13	0	8	7,85	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
2293	Licenciatura En Psicología	4/10/2022	21/6/2023	PRESENCIAL.	10	0	8	8	Masculino	2023	feb-23	A-2-2023	Reinscripto	21/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	7
2294	Licenciatura En Administración	16/2/2023	7/8/2023	Distancia - ED	13	0	8	8,46	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/8/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
2295	Contador Público	8/6/2022	11/7/2023	PRESENCIAL.	8	1	9	8,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	11/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2296	Licenciatura En Relaciones Internacionales	11/10/2022	6/10/2023	Distancia - ED	7	1	8	8,43	Femenino	2023	feb-23	B-2-2023	Reinscripto	6/10/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	8
2297	Tecnicatura En Higiene Y Seguridad Laboral	6/12/2022	7/7/2023	Distancia - MTD	8	0	8	7,88	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/7/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	7
2298	Licenciatura En Criminología Y Seguridad	19/8/2022	6/6/2023	Distancia - MTD	13	0	8	7,77	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
2299	Tecnicatura Universitaria En Diseño Y Animación Digital	23/1/2023	5/6/2023	Distancia - MTD	8	0	8	8,25	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	1
2300	Licenciatura En Administración Agraria	4/1/2023	15/6/2023	Distancia - ED	13	0	8	8,31	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	9
2301	Licenciatura En Administración	30/9/2022	12/6/2023	PRESENCIAL.	10	0	9	8,9	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2302	Licenciatura En Gestión De Recursos Humanos	5/8/2023	5/8/2023	Distancia - ED	1	0	8	8	Femenino	2023	feb-23	A-2-2023	Ingresante	5/8/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	8
2303	Licenciatura En Administración	10/3/2023	8/6/2023	Distancia - MTD	13	0	8	8	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Chaco	MATRICULA PAGA	feb-24	feb-24	10
2304	Tecnicatura Universitaria En Marketing Y Publicidad Digital	1/2/2023	19/6/2023	Distancia - MTD	8	0	7	7	Femenino	2023	feb-23	A-2-2023	Reinscripto	19/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
2305	Licenciatura En Comercialización	1/8/2022	15/6/2023	PRESENCIAL.	9	1	8	8,22	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
2306	Licenciatura En Kinesiologia Y Fisioterapia	3/11/2022	14/6/2023	PRESENCIAL.	10	0	8	8,4	Masculino	2023	feb-23	A-2-2023	Reinscripto	14/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
2307	Licenciatura En Administración	10/3/2023	29/6/2023	Presencial HOME	8	0	8	8,38	Masculino	2023	feb-23	A-2-2023	Reinscripto	29/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	5
2308	Licenciatura En Comercio Internacional	21/2/2023	12/6/2023	PRESENCIAL.	10	0	8	8,4	Femenino	2023	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2309	Licenciatura En Publicidad	26/7/2023	26/7/2023	Distancia - ED	4	0	9	8,5	Femenino	2023	feb-23	A-2-2023	Ingresante	26/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2310	Tecnicatura Universitaria En Hidrocarburos Y Geociencia	28/3/2023	21/7/2023	Distancia - MTD	5	0	7	7,4	Masculino	2023	feb-23	A-2-2023	Reinscripto	21/7/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	10
2311	Tecnicatura Universitaria En Diseño Y Animación Digital	23/2/2023	23/6/2023	Distancia - MTD	2	0	8	7,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	23/6/2023	Jujuy	MATRICULA PAGA	feb-23	feb-23	8
2312	Contador Público	11/2/2023	6/7/2023	Distancia - MTD	12	0	8	8,33	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
2313	Licenciatura En Comercialización	7/9/2022	13/6/2023	PRESENCIAL.	10	0	8	8,2	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	7
2314	Licenciatura En Informática	12/4/2023	30/6/2023	Distancia - MTD	6	0	7	8	Masculino	2023	feb-23	A-2-2023	Reinscripto	30/6/2023	Formosa	MATRICULA PAGA	ene-24	ene-24	3
2315	Licenciatura En Terapia Ocupacional Y Desarrollo Humano	13/8/2022	6/6/2023	Distancia - MTD	11	0	8	8,18	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	7
2316	Licenciatura En Logística Global	24/2/2023	7/6/2023	Distancia - MTD	9	0	7	7,67	Masculino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	5
2317	Licenciatura En Administración	1/3/2023	15/6/2023	Distancia - MTD	10	0	8	7,7	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	10
2318	Licenciatura En Gestión Turística	27/2/2023	5/6/2023	Distancia - MTD	12	0	8	8,08	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2319	Abogacía	21/10/2022	7/6/2023	Distancia - ED	10	0	8	7,8	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
2320	Ingeniería En Innovación Y Desarrollo	12/12/2022	15/6/2023	PRESENCIAL.	10	0	9	8,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
2321	Tecnicatura En Investigación De La Escena Del Crimen	16/2/2023	22/6/2023	Distancia - MTD	0	0	3	0	Femenino	2023	feb-23	A-2-2023	Reinscripto	22/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	9
2322	Abogacía	31/10/2022	7/7/2023	Distancia - ED	5	2	5	6,4	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/7/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	6
2323	Tecnicatura Universitaria En Marketing Y Publicidad Digital	15/2/2023	24/6/2023	Distancia - MTD	6	0	8	7,67	Femenino	2023	feb-23	A-2-2023	Reinscripto	24/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
2324	Ingeniería En Software	6/1/2023	8/6/2023	Presencial HOME	13	1	9	8,69	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	7
2325	Martillero, Corredor Público Y Corredor Inmobiliario	20/7/2023	20/7/2023	Distancia - ED	4	0	8	7,75	Femenino	2023	feb-23	A-2-2023	Ingresante	20/7/2023	Entre Rios	MATRICULA PAGA	feb-24	feb-24	7
2326	Abogacía	23/11/2022	5/6/2023	Distancia - MTD	10	0	8	7,6	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	10
2327	Licenciatura En Publicidad	3/8/2023	3/8/2023	Distancia - ED	7	0	9	9	Femenino	2023	feb-23	A-2-2023	Ingresante	3/8/2023	Entre Rios	MATRICULA PAGA	feb-24	feb-24	9
2328	Licenciatura En Criminología Y Seguridad	9/2/2023	5/6/2023	Distancia - MTD	13	0	9	8,77	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	9
2329	Licenciatura En Comercialización	25/8/2022	5/6/2023	Presencial HOME  Río Cuarto	13	0	8	7,85	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	La Pampa	MATRICULA PAGA	feb-24	feb-24	7
2330	Licenciatura En Comercio Internacional	6/2/2023	7/6/2023	Distancia - MTD	10	0	9	9,3	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Entre Rios	BAJA CARRERA	ene-24	ene-24	4
2331	Ingeniería En Innovación Y Desarrollo	22/12/2022	13/6/2023	PRESENCIAL.	10	0	9	8,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	La Rioja	MATRICULA PAGA	feb-24	feb-24	10
2332	Licenciatura En Comercio Internacional	27/2/2023	11/8/2023	Distancia - MTD	2	0	6	6	Masculino	2023	feb-23	A-2-2023	Reinscripto	11/8/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	0
2333	Licenciatura En Relaciones Internacionales	13/9/2022	8/6/2023	Distancia - MTD	13	0	9	8,62	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
2334	Licenciatura En Gestión De Recursos Humanos	9/9/2022	13/6/2023	PRESENCIAL.	10	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
2335	Licenciatura En Diseño De Indumentaria Y Textil	17/11/2022	21/6/2023	PRESENCIAL.	10	0	7	7,4	Femenino	2023	feb-23	A-2-2023	Reinscripto	21/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	7
2336	Licenciatura En Administración	8/12/2022	22/6/2023	Distancia - MTD	12	0	8	7,67	Femenino	2023	feb-23	A-2-2023	Reinscripto	22/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	6
2337	Licenciatura En Diseño Y Animación Digital	28/2/2023	4/8/2023	Distancia - MTD	10	0	9	8,7	Femenino	2023	feb-23	A-2-2023	Reinscripto	4/8/2023	Jujuy	MATRICULA PAGA	feb-23	feb-23	8
2338	Actuario	30/1/2023	21/6/2023	Distancia - MTD	13	0	9	8,85	Femenino	2023	feb-23	A-2-2023	Reinscripto	21/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	9
2339	Licenciatura En Administración	30/9/2022	9/6/2023	Distancia - MTD	11	0	8	8,09	Femenino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	8
